Título,Año,Género,Puntuación,N_Votos,Director/a,Local_carátula,Web_carátula
Apocalipsis Voodoo,2018,CO,"6,7",75,Vasni J. Ramos,Pictures/apocalipsis_voodoo-379954752-msmall.jpg,https://pics.filmaffinity.com/apocalipsis_voodoo-379954752-msmall.jpg
Demetri Martin: The Overthinker,2018,CO,"6,6",56,Jay Karas,Pictures/demetri_martin_the_overthinker-858569133-msmall.jpg,https://pics.filmaffinity.com/demetri_martin_the_overthinker-858569133-msmall.jpg
¡Qué magnífica tarta!,2018,CO,"6,6",80,"Emma De Swaef, Marc James Roels",Pictures/ce_magnifique_gateau-404927791-msmall.jpg,https://pics.filmaffinity.com/ce_magnifique_gateau-404927791-msmall.jpg
Ralph rompe Internet,2018,CO,"6,6",10.975,"Rich Moore, Phil Johnston",Pictures/ralph_breaks_the_internet-862794954-msmall.jpg,https://pics.filmaffinity.com/ralph_breaks_the_internet-862794954-msmall.jpg
"Con amor, Simon",2018,CO,"6,6",5.434,Greg Berlanti,Pictures/love_simon-527102554-msmall.jpg,https://pics.filmaffinity.com/love_simon-527102554-msmall.jpg
La balada de Buster Scruggs,2018,CO,"6,6",12.503,"Joel Coen, Ethan Coen",Pictures/the_ballad_of_buster_scruggs-209525060-msmall.jpg,https://pics.filmaffinity.com/the_ballad_of_buster_scruggs-209525060-msmall.jpg
Una noche con Juan Diego Botto (C),2018,CO,"6,6",118,"Teresa Bellón, César F. Calvillo",Pictures/una_noche_con_juan_diego_botto_s-362617191-msmall.jpg,https://pics.filmaffinity.com/una_noche_con_juan_diego_botto_s-362617191-msmall.jpg
Tom Segura: Disgraceful,2018,CO,"6,5",53,Jay Karas,Pictures/tom_segura_disgraceful-730374482-msmall.jpg,https://pics.filmaffinity.com/tom_segura_disgraceful-730374482-msmall.jpg
La flor: Segunda parte,2018,DR,"7,9",124,Mariano Llinás,Pictures/la_flor_segunda_parte-729270483-msmall.jpg,https://pics.filmaffinity.com/la_flor_segunda_parte-729270483-msmall.jpg
La flor,2018,DR,"7,9",68,Mariano Llinás,Pictures/la_flor-942871152-msmall.jpg,https://pics.filmaffinity.com/la_flor-942871152-msmall.jpg
La flor: Tercera parte,2018,DR,"7,8",104,Mariano Llinás,Pictures/la_flor_tercera_parte-388992823-msmall.jpg,https://pics.filmaffinity.com/la_flor_tercera_parte-388992823-msmall.jpg
Cafarnaúm,2018,DR,"7,7",3.737,Nadine Labaki,Pictures/capharnaum-554729969-msmall.jpg,https://pics.filmaffinity.com/capharnaum-554729969-msmall.jpg
An Elephant Sitting Still,2018,DR,"7,7",642,Hu Bo,Pictures/da_xiang_xi_di_er_zuo-304447930-msmall.jpg,https://pics.filmaffinity.com/da_xiang_xi_di_er_zuo-304447930-msmall.jpg
Green Book,2018,DR,"7,6",29.698,Peter Farrelly,Pictures/green_book-162451488-msmall.jpg,https://pics.filmaffinity.com/green_book-162451488-msmall.jpg
Un asunto de familia,2018,DR,"7,5",6.452,Hirokazu Koreeda,Pictures/manbiki_kazoku_shoplifters-229736245-msmall.jpg,https://pics.filmaffinity.com/manbiki_kazoku_shoplifters-229736245-msmall.jpg
Bohemian Rhapsody,2018,DR,"7,4",40.277,Bryan Singer,Pictures/bohemian_rhapsody-748186150-msmall.jpg,https://pics.filmaffinity.com/bohemian_rhapsody-748186150-msmall.jpg
Cartas a Roxane,2018,DR,"7,3",60,Alexis Michalik,Pictures/edmond-840384361-msmall.jpg,https://pics.filmaffinity.com/edmond-840384361-msmall.jpg
Joel,2018,DR,"7,3",55,Carlos Sorin,Pictures/joel-242352042-msmall.jpg,https://pics.filmaffinity.com/joel-242352042-msmall.jpg
El Reino,2018,DR,"7,3",20.262,Rodrigo Sorogoyen,Pictures/el_reino-187677375-msmall.jpg,https://pics.filmaffinity.com/el_reino-187677375-msmall.jpg
Un día más con vida,2018,DR,"7,3",2.207,"Raúl de la Fuente, Damian Nenow",Pictures/another_day_of_life-833623691-msmall.jpg,https://pics.filmaffinity.com/another_day_of_life-833623691-msmall.jpg
I Do Not Care If We Go Down in History as Barbarians,2018,DR,"7,3",78,Radu Jude,Pictures/imi_este_indiferent_daca_in_istorie_vom_intra_ca_barbari-464097836-msmall.jpg,https://pics.filmaffinity.com/imi_este_indiferent_daca_in_istorie_vom_intra_ca_barbari-464097836-msmall.jpg
Cold War,2018,DR,"7,2",11.900,Pawel Pawlikowski,Pictures/zimna_wojna-793668067-msmall.jpg,https://pics.filmaffinity.com/zimna_wojna-793668067-msmall.jpg
Lazzaro feliz,2018,DR,"7,2",4.046,Alice Rohrwacher,Pictures/lazzaro_felice-141665342-msmall.jpg,https://pics.filmaffinity.com/lazzaro_felice-141665342-msmall.jpg
La favorita,2018,DR,"7,2",19.252,Yorgos Lanthimos,Pictures/the_favourite-984520950-msmall.jpg,https://pics.filmaffinity.com/the_favourite-984520950-msmall.jpg
Fauve (C),2018,DR,"7,1",407,Jérémy Comte,Pictures/fauve_s-231646012-msmall.jpg,https://pics.filmaffinity.com/fauve_s-231646012-msmall.jpg
El peral salvaje,2018,DR,"7,1",705,Nuri Bilge Ceylan,Pictures/ahlat_agaci-322341233-msmall.jpg,https://pics.filmaffinity.com/ahlat_agaci-322341233-msmall.jpg
Girl,2018,DR,"7,1",3.485,Lukas Dhont,Pictures/girl-966621291-msmall.jpg,https://pics.filmaffinity.com/girl-966621291-msmall.jpg
Roma,2018,DR,"7,1",23.082,Alfonso Cuarón,Pictures/roma-210858899-msmall.jpg,https://pics.filmaffinity.com/roma-210858899-msmall.jpg
Pájaros de verano,2018,DR,"7,0",2.000,"Ciro Guerra, Cristina Gallego",Pictures/pajaros_de_verano-446328072-msmall.jpg,https://pics.filmaffinity.com/pajaros_de_verano-446328072-msmall.jpg
La mujer de la montaña,2018,DR,"7,0",1.437,Benedikt Erlingsson,Pictures/kona_fer_i_strid-993525955-msmall.jpg,https://pics.filmaffinity.com/kona_fer_i_strid-993525955-msmall.jpg
Nosotros y ellos,2018,DR,"7,0",194,Rene Liu,Pictures/hou_lai_de_wo_men_us_and_them-996594616-msmall.jpg,https://pics.filmaffinity.com/hou_lai_de_wo_men_us_and_them-996594616-msmall.jpg
1985,2018,DR,"7,0",135,Yen Tan,Pictures/1985-537637481-msmall.jpg,https://pics.filmaffinity.com/1985-537637481-msmall.jpg
En mi propia piel,2018,DR,"7,0",687,Alessio Cremonini,Pictures/sulla_mia_pelle-221635157-msmall.jpg,https://pics.filmaffinity.com/sulla_mia_pelle-221635157-msmall.jpg
Quiero comerme tu páncreas,2018,DR,"7,0",1.346,Shin'ichirô Ushijima,Pictures/kimi_no_suizo_wo_tabetai-287102864-msmall.jpg,https://pics.filmaffinity.com/kimi_no_suizo_wo_tabetai-287102864-msmall.jpg
En los 90,2018,DR,"7,0",1.844,Jonah Hill,Pictures/mid90s-167767375-msmall.jpg,https://pics.filmaffinity.com/mid90s-167767375-msmall.jpg
La guarida (C),2018,DR,"7,0",87,Iago de Soto,Pictures/la_guarida_s-611716039-msmall.jpg,https://pics.filmaffinity.com/la_guarida_s-611716039-msmall.jpg
Grass,2018,DR,"7,0",234,Hong Sang-soo,Pictures/grass-887273408-msmall.jpg,https://pics.filmaffinity.com/grass-887273408-msmall.jpg
Raiva,2018,DR,"7,0",70,Sérgio Tréfaut,Pictures/raiva-871152980-msmall.jpg,https://pics.filmaffinity.com/raiva-871152980-msmall.jpg
Cold War,2018,RO,"7,2",11.900,Pawel Pawlikowski,Pictures/zimna_wojna-793668067-msmall.jpg,https://pics.filmaffinity.com/zimna_wojna-793668067-msmall.jpg
Nosotros y ellos,2018,RO,"7,0",194,Rene Liu,Pictures/hou_lai_de_wo_men_us_and_them-996594616-msmall.jpg,https://pics.filmaffinity.com/hou_lai_de_wo_men_us_and_them-996594616-msmall.jpg
Quiero comerme tu páncreas,2018,RO,"7,0",1.346,Shin'ichirô Ushijima,Pictures/kimi_no_suizo_wo_tabetai-287102864-msmall.jpg,https://pics.filmaffinity.com/kimi_no_suizo_wo_tabetai-287102864-msmall.jpg
Junto a ti,2018,RO,"7,0",52,Jang-Hoon Lee,Pictures/jigeum_mannareo_gabmida-388035247-msmall.jpg,https://pics.filmaffinity.com/jigeum_mannareo_gabmida-388035247-msmall.jpg
303,2018,RO,"6,9",169,Hans Weingartner,Pictures/303-975073733-msmall.jpg,https://pics.filmaffinity.com/303-975073733-msmall.jpg
Carmen y Lola,2018,RO,"6,9",7.271,Arantxa Echevarria,Pictures/carmen_y_lola-447567742-msmall.jpg,https://pics.filmaffinity.com/carmen_y_lola-447567742-msmall.jpg
Un amor imposible,2018,RO,"6,9",210,Catherine Corsini,Pictures/un_amour_impossible-296104296-msmall.jpg,https://pics.filmaffinity.com/un_amour_impossible-296104296-msmall.jpg
Mes provinciales,2018,RO,"6,8",95,Jean-Paul Civeyrac,Pictures/mes_provinciales-635365057-msmall.jpg,https://pics.filmaffinity.com/mes_provinciales-635365057-msmall.jpg
Padmavati (Padmaavat),2018,RO,"6,7",69,Sanjay Leela Bhansali,Pictures/padmavati_padmaavat-746891339-msmall.jpg,https://pics.filmaffinity.com/padmavati_padmaavat-746891339-msmall.jpg
Génesis,2018,RO,"6,7",237,Philippe Lesage,Pictures/genese-572274017-msmall.jpg,https://pics.filmaffinity.com/genese-572274017-msmall.jpg
Only You,2018,RO,"6,7",90,Harry Wootliff,Pictures/only_you-817930863-msmall.jpg,https://pics.filmaffinity.com/only_you-817930863-msmall.jpg
Ha nacido una estrella,2018,RO,"6,7",21.412,Bradley Cooper,Pictures/a_star_is_born-447479418-msmall.jpg,https://pics.filmaffinity.com/a_star_is_born-447479418-msmall.jpg
Señor,2018,RO,"6,6",118,Rohena Gera,Pictures/monsieur_sir-692915896-msmall.jpg,https://pics.filmaffinity.com/monsieur_sir-692915896-msmall.jpg
"Con amor, Simon",2018,RO,"6,6",5.434,Greg Berlanti,Pictures/love_simon-527102554-msmall.jpg,https://pics.filmaffinity.com/love_simon-527102554-msmall.jpg
Border,2018,RO,"6,5",4.738,Ali Abbasi,Pictures/grans-292079319-msmall.jpg,https://pics.filmaffinity.com/grans-292079319-msmall.jpg
A la vuelta de la esquina,2018,RO,"6,5",346,Thomas Stuber,Pictures/in_den_gangen-152671919-msmall.jpg,https://pics.filmaffinity.com/in_den_gangen-152671919-msmall.jpg
Como la vida misma,2018,RO,"6,4",985,Dan Fogelman,Pictures/life_itself-764206285-msmall.jpg,https://pics.filmaffinity.com/life_itself-764206285-msmall.jpg
Andhadhun,2018,RO,"6,4",69,Sriram Raghavan,Pictures/andhadhun-559263845-msmall.jpg,https://pics.filmaffinity.com/andhadhun-559263845-msmall.jpg
La sociedad literaria y el pastel de piel de patata,2018,RO,"6,4",2.098,Mike Newell,Pictures/the_guernsey_literary_and_potato_peel_pie_society-792181510-msmall.jpg,https://pics.filmaffinity.com/the_guernsey_literary_and_potato_peel_pie_society-792181510-msmall.jpg
El blues de Beale Street,2018,RO,"6,3",2.797,Barry Jenkins,Pictures/if_beale_street_could_talk-237661449-msmall.jpg,https://pics.filmaffinity.com/if_beale_street_could_talk-237661449-msmall.jpg
Sin fin,2018,RO,"6,3",1.025,"César Esteban Alenda, José Esteban Alenda",Pictures/sin_fin-760228398-msmall.jpg,https://pics.filmaffinity.com/sin_fin-760228398-msmall.jpg
Asako I & II,2018,RO,"6,3",182,Ryûsuke Hamaguchi,Pictures/netemo_sametemo-175458908-msmall.jpg,https://pics.filmaffinity.com/netemo_sametemo-175458908-msmall.jpg
El amor menos pensado,2018,RO,"6,3",1.303,Juan Vera,Pictures/el_amor_menos_pensado-212913147-msmall.jpg,https://pics.filmaffinity.com/el_amor_menos_pensado-212913147-msmall.jpg
Dear Ex,2018,RO,"6,2",88,"Chih-Yen Hsu, Yu Ting Hsu",Pictures/dear_ex-123779179-msmall.jpg,https://pics.filmaffinity.com/dear_ex-123779179-msmall.jpg
Primeras vacaciones,2018,RO,"6,2",67,Patrick Cassir,Pictures/premieres_vacances-677762649-msmall.jpg,https://pics.filmaffinity.com/premieres_vacances-677762649-msmall.jpg
Flavors of Youth,2018,RO,"6,2",1.231,"Haoling Li, Yoshitaka Takeuch, Yi Xiaoxing",Pictures/si_shi_qing_chun-238628640-msmall.jpg,https://pics.filmaffinity.com/si_shi_qing_chun-238628640-msmall.jpg
Lady J,2018,RO,"6,1",353,Emmanuel Mouret,Pictures/lady_j_mademoiselle_de_joncquieres-591228538-msmall.jpg,https://pics.filmaffinity.com/lady_j_mademoiselle_de_joncquieres-591228538-msmall.jpg
Seattle (C),2018,RO,"6,1",195,Marta Aledo,Pictures/seattle_s-953859583-msmall.jpg,https://pics.filmaffinity.com/seattle_s-953859583-msmall.jpg
Cuatro historias de deseo,2018,RO,"6,1",57,"Zoya Akhtar, Dibakar Banerjee, Karan Johar, ...",Pictures/lust_stories-233427777-msmall.jpg,https://pics.filmaffinity.com/lust_stories-233427777-msmall.jpg
Cuando el amor te toca,2018,RO,"6,1",59,Amma Asante,Pictures/where_hands_touch-707341387-msmall.jpg,https://pics.filmaffinity.com/where_hands_touch-707341387-msmall.jpg
Season of the Devil,2018,TE,"6,9",92,Lav Diaz,Pictures/ang_panahon_ng_halimaw_season_of_the_devil-122732901-msmall.jpg,https://pics.filmaffinity.com/ang_panahon_ng_halimaw_season_of_the_devil-122732901-msmall.jpg
Un lugar tranquilo,2018,TE,"6,7",23.023,John Krasinski,Pictures/a_quiet_place-854286921-msmall.jpg,https://pics.filmaffinity.com/a_quiet_place-854286921-msmall.jpg
Apocalipsis Voodoo,2018,TE,"6,7",75,Vasni J. Ramos,Pictures/apocalipsis_voodoo-379954752-msmall.jpg,https://pics.filmaffinity.com/apocalipsis_voodoo-379954752-msmall.jpg
Hereditary,2018,TE,"6,6",17.076,Ari Aster,Pictures/hereditary-551635712-msmall.jpg,https://pics.filmaffinity.com/hereditary-551635712-msmall.jpg
La casa lobo,2018,TE,"6,4",296,"Joaquín Cociña, Cristóbal León",Pictures/la_casa_lobo-423973109-msmall.jpg,https://pics.filmaffinity.com/la_casa_lobo-423973109-msmall.jpg
Miedos (C),2018,TE,"6,4",75,Germán Sancho,Pictures/miedos_s-630667388-msmall.jpg,https://pics.filmaffinity.com/miedos_s-630667388-msmall.jpg
Ghostland,2018,TE,"6,3",2.638,Pascal Laugier,Pictures/ghostland-186804143-msmall.jpg,https://pics.filmaffinity.com/ghostland-186804143-msmall.jpg
Señores del caos,2018,TE,"6,2",1.368,Jonas Åkerlund,Pictures/lords_of_chaos-922804281-msmall.jpg,https://pics.filmaffinity.com/lords_of_chaos-922804281-msmall.jpg
La Noria (C),2018,TE,"6,2",166,Carlos Baena,Pictures/la_noria_s-545792344-msmall.jpg,https://pics.filmaffinity.com/la_noria_s-545792344-msmall.jpg
Inside No. 9: Dead Line (Especial Halloween) (TV),2018,TE,"6,2",122,Barbara Wiltshire,Pictures/inside_no_9_dead_line_tv-705147649-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_dead_line_tv-705147649-msmall.jpg
Suspiria,2018,TE,"6,2",4.934,Luca Guadagnino,Pictures/suspiria-406938976-msmall.jpg,https://pics.filmaffinity.com/suspiria-406938976-msmall.jpg
Constantine: Ciudad de demonios,2018,TE,"6,1",404,Doug Murphy,Pictures/constantine_city_of_demons_the_movie-951390170-msmall.jpg,https://pics.filmaffinity.com/constantine_city_of_demons_the_movie-951390170-msmall.jpg
Incredible Violence,2018,TE,"6,1",61,G. Patrick Condon,Pictures/incredible_violence-702572135-msmall.jpg,https://pics.filmaffinity.com/incredible_violence-702572135-msmall.jpg
Overlord,2018,TE,"6,0",7.198,Julius Avery,Pictures/overlord-524472096-msmall.jpg,https://pics.filmaffinity.com/overlord-524472096-msmall.jpg
It Comes,2018,TE,"6,0",92,Tetsuya Nakashima,Pictures/kuru-517641664-msmall.jpg,https://pics.filmaffinity.com/kuru-517641664-msmall.jpg
Tumbbad,2018,TE,"5,9",162,"Rahi Anil Barve, Adesh Prasad",Pictures/tumbbad-880885596-msmall.jpg,https://pics.filmaffinity.com/tumbbad-880885596-msmall.jpg
In Fabric,2018,TE,"5,8",695,Peter Strickland,Pictures/in_fabric-471632680-msmall.jpg,https://pics.filmaffinity.com/in_fabric-471632680-msmall.jpg
Verano del 84,2018,TE,"5,8",3.360,"Anouk Whissell, François Simard, Yoann-Karl Whissell",Pictures/summer_of_84-589976993-msmall.jpg,https://pics.filmaffinity.com/summer_of_84-589976993-msmall.jpg
Mandy,2018,TE,"5,7",5.403,Panos Cosmatos,Pictures/mandy-202165874-msmall.jpg,https://pics.filmaffinity.com/mandy-202165874-msmall.jpg
A ciegas,2018,TE,"5,7",16.877,Susanne Bier,Pictures/bird_box-860040347-msmall.jpg,https://pics.filmaffinity.com/bird_box-860040347-msmall.jpg
The Predator Holiday Special (C),2018,TE,"5,7",110,Shane Black,Pictures/the_predator_holiday_special_s-431524192-msmall.jpg,https://pics.filmaffinity.com/the_predator_holiday_special_s-431524192-msmall.jpg
La perfección,2018,TE,"5,6",3.919,Richard Shepard,Pictures/the_perfection-155936048-msmall.jpg,https://pics.filmaffinity.com/the_perfection-155936048-msmall.jpg
Monstrum,2018,TE,"5,6",283,Huh Jong-Ho,Pictures/mul_goe-583242973-msmall.jpg,https://pics.filmaffinity.com/mul_goe-583242973-msmall.jpg
The Witch in the Window,2018,TE,"5,6",277,Andy Mitton,Pictures/the_witch_in_the_window-130920870-msmall.jpg,https://pics.filmaffinity.com/the_witch_in_the_window-130920870-msmall.jpg
La noche de Halloween,2018,TE,"5,6",7.561,David Gordon Green,Pictures/halloween-511510079-msmall.jpg,https://pics.filmaffinity.com/halloween-511510079-msmall.jpg
Abrakadabra,2018,TE,"5,6",72,"Luciano Onetti, Nicolás Onetti",Pictures/abrakadabra-470141283-msmall.jpg,https://pics.filmaffinity.com/abrakadabra-470141283-msmall.jpg
Belzebuth,2018,TE,"5,6",108,Emilio Portes,Pictures/belzebuth-739703857-msmall.jpg,https://pics.filmaffinity.com/belzebuth-739703857-msmall.jpg
Eliminado: Dark Web,2018,TE,"5,6",2.204,Stephen Susco,Pictures/unfriended_dark_web-608289122-msmall.jpg,https://pics.filmaffinity.com/unfriended_dark_web-608289122-msmall.jpg
Zoo,2018,TE,"5,5",98,Antonio Tublen,Pictures/zoo-742194569-msmall.jpg,https://pics.filmaffinity.com/zoo-742194569-msmall.jpg
Boarding School,2018,TE,"5,5",166,Boaz Yakin,Pictures/boarding_school-266474692-msmall.jpg,https://pics.filmaffinity.com/boarding_school-266474692-msmall.jpg
La flor,2018,TH,"7,9",68,Mariano Llinás,Pictures/la_flor-942871152-msmall.jpg,https://pics.filmaffinity.com/la_flor-942871152-msmall.jpg
El Reino,2018,TH,"7,3",20.262,Rodrigo Sorogoyen,Pictures/el_reino-187677375-msmall.jpg,https://pics.filmaffinity.com/el_reino-187677375-msmall.jpg
The Spy Gone North,2018,TH,"7,0",162,Yun Jong-bin,Pictures/gongjak_the_spy_gone_north-639726891-msmall.jpg,https://pics.filmaffinity.com/gongjak_the_spy_gone_north-639726891-msmall.jpg
La mujer de la montaña,2018,TH,"7,0",1.437,Benedikt Erlingsson,Pictures/kona_fer_i_strid-993525955-msmall.jpg,https://pics.filmaffinity.com/kona_fer_i_strid-993525955-msmall.jpg
La guarida (C),2018,TH,"7,0",87,Iago de Soto,Pictures/la_guarida_s-611716039-msmall.jpg,https://pics.filmaffinity.com/la_guarida_s-611716039-msmall.jpg
"Ruben Brandt, coleccionista",2018,TH,"6,9",456,Milorad Krstic,Pictures/ruben_brandt_collector-935799186-msmall.jpg,https://pics.filmaffinity.com/ruben_brandt_collector-935799186-msmall.jpg
Inside No. 9: Once Removed (TV),2018,TH,"6,9",181,Jim O'Hanlon,Pictures/inside_no_9_once_removed_tv-606907547-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_once_removed_tv-606907547-msmall.jpg
Burning,2018,TH,"6,9",4.375,Lee Chang-Dong,Pictures/buh_ning-383391846-msmall.jpg,https://pics.filmaffinity.com/buh_ning-383391846-msmall.jpg
Dogman,2018,TH,"6,8",5.806,Matteo Garrone,Pictures/dogman-721122461-msmall.jpg,https://pics.filmaffinity.com/dogman-721122461-msmall.jpg
The Guilty,2018,TH,"6,8",5.812,Gustav Möller,Pictures/den_skyldige-969158316-msmall.jpg,https://pics.filmaffinity.com/den_skyldige-969158316-msmall.jpg
La sombra del pasado,2018,TH,"6,8",920,Florian Henckel von Donnersmarck,Pictures/werk_ohne_autor-757533919-msmall.jpg,https://pics.filmaffinity.com/werk_ohne_autor-757533919-msmall.jpg
Climax,2018,TH,"6,7",5.841,Gaspar Noé,Pictures/climax-532520063-msmall.jpg,https://pics.filmaffinity.com/climax-532520063-msmall.jpg
Upgrade (Ilimitado),2018,TH,"6,7",6.354,Leigh Whannell,Pictures/upgrade-278312652-msmall.jpg,https://pics.filmaffinity.com/upgrade-278312652-msmall.jpg
Searching,2018,TH,"6,7",7.532,Aneesh Chaganty,Pictures/searching-960170834-msmall.jpg,https://pics.filmaffinity.com/searching-960170834-msmall.jpg
Hotel Bombay,2018,TH,"6,7",934,Anthony Maras,Pictures/hotel_mumbai-962065313-msmall.jpg,https://pics.filmaffinity.com/hotel_mumbai-962065313-msmall.jpg
Misión imposible: Fallout,2018,TH,"6,7",14.870,Christopher McQuarrie,Pictures/mission_impossible_fallout-180739766-msmall.jpg,https://pics.filmaffinity.com/mission_impossible_fallout-180739766-msmall.jpg
Utoya. 22 de julio,2018,TH,"6,7",1.172,Erik Poppe,Pictures/utoya_22_juli-152694729-msmall.jpg,https://pics.filmaffinity.com/utoya_22_juli-152694729-msmall.jpg
Un lugar tranquilo,2018,TH,"6,7",23.023,John Krasinski,Pictures/a_quiet_place-854286921-msmall.jpg,https://pics.filmaffinity.com/a_quiet_place-854286921-msmall.jpg
Dragged Across Concrete,2018,TH,"6,6",2.109,S. Craig Zahler,Pictures/dragged_across_concrete-803026612-msmall.jpg,https://pics.filmaffinity.com/dragged_across_concrete-803026612-msmall.jpg
Expediente 64 (Los casos del Departamento Q),2018,TH,"6,6",1.945,Christoffer Boe,Pictures/journal_64-812973785-msmall.jpg,https://pics.filmaffinity.com/journal_64-812973785-msmall.jpg
El ángel,2018,TH,"6,6",5.248,Luis Ortega,Pictures/el_angel-322953087-msmall.jpg,https://pics.filmaffinity.com/el_angel-322953087-msmall.jpg
Todos lo saben,2018,TH,"6,6",13.133,Asghar Farhadi,Pictures/todos_lo_saben-844819744-msmall.jpg,https://pics.filmaffinity.com/todos_lo_saben-844819744-msmall.jpg
Viento de libertad,2018,TH,"6,5",176,Michael Herbig,Pictures/ballon-910011657-msmall.jpg,https://pics.filmaffinity.com/ballon-910011657-msmall.jpg
La casa de Jack,2018,TH,"6,5",6.933,Lars von Trier,Pictures/the_house_that_jack_built-940554942-msmall.jpg,https://pics.filmaffinity.com/the_house_that_jack_built-940554942-msmall.jpg
Malos tiempos en El Royale,2018,TH,"6,5",8.982,Drew Goddard,Pictures/bad_times_at_the_el_royale-475353164-msmall.jpg,https://pics.filmaffinity.com/bad_times_at_the_el_royale-475353164-msmall.jpg
Durante la tormenta,2018,TH,"6,5",8.739,Oriol Paulo,Pictures/durante_la_tormenta-732529834-msmall.jpg,https://pics.filmaffinity.com/durante_la_tormenta-732529834-msmall.jpg
Sicario: El día del soldado,2018,TH,"6,4",8.626,Stefano Sollima,Pictures/sicario_day_of_the_soldado-891601568-msmall.jpg,https://pics.filmaffinity.com/sicario_day_of_the_soldado-891601568-msmall.jpg
Calibre,2018,TH,"6,4",2.475,Matt Palmer,Pictures/calibre-850737979-msmall.jpg,https://pics.filmaffinity.com/calibre-850737979-msmall.jpg
Why Don't You Just Die!,2018,TH,"6,4",55,Kirill Sokolov,Pictures/papa_sdokhni-860760547-msmall.jpg,https://pics.filmaffinity.com/papa_sdokhni-860760547-msmall.jpg
Gorrión rojo,2018,TH,"6,4",19.197,Francis Lawrence,Pictures/red_sparrow-474735775-msmall.jpg,https://pics.filmaffinity.com/red_sparrow-474735775-msmall.jpg
Los hermanos Sisters,2018,WE,"6,9",7.354,Jacques Audiard,Pictures/the_sisters_brothers_les_freres_sisters-246826955-msmall.jpg,https://pics.filmaffinity.com/the_sisters_brothers_les_freres_sisters-246826955-msmall.jpg
La balada de Buster Scruggs,2018,WE,"6,6",12.503,"Joel Coen, Ethan Coen",Pictures/the_ballad_of_buster_scruggs-209525060-msmall.jpg,https://pics.filmaffinity.com/the_ballad_of_buster_scruggs-209525060-msmall.jpg
Little Woods,2018,WE,"6,0",51,Nia DaCosta,Pictures/little_woods-161506255-msmall.jpg,https://pics.filmaffinity.com/little_woods-161506255-msmall.jpg
Sordo,2018,WE,"5,8",276,Alfonso Cortés-Cavanillas,Pictures/sordo-816910760-msmall.jpg,https://pics.filmaffinity.com/sordo-816910760-msmall.jpg
The Wind,2018,WE,"5,0",240,Emma Tammi,Pictures/the_wind-303169704-msmall.jpg,https://pics.filmaffinity.com/the_wind-303169704-msmall.jpg
Damsel,2018,WE,"4,7",239,"David Zellner, Nathan Zellner",Pictures/damsel-362656034-msmall.jpg,https://pics.filmaffinity.com/damsel-362656034-msmall.jpg
The Escape of Prisoner 614,2018,WE,"3,9",89,Zach Golden,Pictures/the_escape_of_prisoner_614-753877207-msmall.jpg,https://pics.filmaffinity.com/the_escape_of_prisoner_614-753877207-msmall.jpg
Paradox,2018,WE,"3,7",82,Daryl Hannah,Pictures/paradox-181019118-msmall.jpg,https://pics.filmaffinity.com/paradox-181019118-msmall.jpg
Vengadores: Endgame,2019,AC,"7,6",28.237,"Anthony Russo, Joe Russo",Pictures/avengers_endgame-135478227-msmall.jpg,https://pics.filmaffinity.com/avengers_endgame-135478227-msmall.jpg
Bacurau,2019,AC,"7,1",210,"Juliano Dornelles, Kleber Mendonça Filho",Pictures/bacurau-767267948-msmall.jpg,https://pics.filmaffinity.com/bacurau-767267948-msmall.jpg
First Love,2019,AC,"6,8",117,Takashi Miike,Pictures/hatsukoi-945943924-msmall.jpg,https://pics.filmaffinity.com/hatsukoi-945943924-msmall.jpg
"The Gangster, the Cop, the Devil",2019,AC,"6,8",176,Lee Won-Tae,Pictures/the_gangster_the_cop_the_devil-355215764-msmall.jpg,https://pics.filmaffinity.com/the_gangster_the_cop_the_devil-355215764-msmall.jpg
Star Wars SC 38 Reimagined (C),2019,AC,"6,7",110,Christopher Clements,Pictures/star_wars_sc_38_reimagined_s-910910281-msmall.jpg,https://pics.filmaffinity.com/star_wars_sc_38_reimagined_s-910910281-msmall.jpg
John Wick: Capítulo 3 - Parabellum,2019,AC,"6,7",8.787,Chad Stahelski,Pictures/john_wick_chapter_3_parabellum-953528381-msmall.jpg,https://pics.filmaffinity.com/john_wick_chapter_3_parabellum-953528381-msmall.jpg
Alita: Ángel de combate,2019,AC,"6,5",11.556,Robert Rodriguez,Pictures/alita_battle_angel-715028190-msmall.jpg,https://pics.filmaffinity.com/alita_battle_angel-715028190-msmall.jpg
Spider-Man: Lejos de casa,2019,AC,"6,5",13.029,Jon Watts,Pictures/spider_man_far_from_home-339542528-msmall.jpg,https://pics.filmaffinity.com/spider_man_far_from_home-339542528-msmall.jpg
Proxima,2019,AC,"6,4",139,Alice Winocour,Pictures/proxima-261572166-msmall.jpg,https://pics.filmaffinity.com/proxima-261572166-msmall.jpg
El invasor Zim y el portal mágico (TV),2019,AC,"6,4",140,"Young Kyun Park, Jhonen Vasquez, Chang",Pictures/invader_zim_enter_the_florpus_tv-234702431-msmall.jpg,https://pics.filmaffinity.com/invader_zim_enter_the_florpus_tv-234702431-msmall.jpg
Avengement,2019,AC,"6,3",383,Jesse V. Johnson,Pictures/avengement-873016315-msmall.jpg,https://pics.filmaffinity.com/avengement-873016315-msmall.jpg
